,query,id,precision
3492,штрафные санкции за отказ заключения государственного контракта,254,0.8
3502,Штрафы за самовольное подключение к газовым сетям,229,0.75
3526,штраф за реализацию,1073,1.0
3528,штраф за повреждение деревьев,384,1.0
3529,штраф водителя за пользованием телефона,778,1.0
3533,штраф уклонение от исполнения административного наказания,1688,1.0
3547,штрафы за нарушение законодательства в сфере закупок,256,0.75
3557,штрафы уполномоченного органа закупки,1509,1.0
3559,штраф за пользование бюджетным кредитом,1144,1.0
3564,штраф за самовольное использование земельного участка,207,0.75
3569,штраф по договору страхования,1274,1.0
3573,штрафные санкции за неисполнения государственного контракта,1101,0.75
3576,штрафы морские,362,1.0
3584,штрафы за ведение кассовых операций в 2016г,1115,0.75
3588,штрафы за нарушение положения,1645,1.0
3619,штраф доминирующее положение,1000,1.0
3654,штраф какой счет,1124,1.0
3660,штраф за несвоевременное представление налогового расчета,1121,0.75
3676,штраф за нарушение правил продажи алкогольной продукции,952,1.0
3678,штрафы за выбросы,372,1.0
3684,штрафы по перевозке пассажиров легковым такси,573,1.0
3685,штрафа за нарушение уплаты таможенных платежей,1340,0.75
3686,штраф за повреждение или срыв печати,1442,1.0
3700,штраф за нарушение условий труда,1094,1.0
3705,штрафы за нарушение жилищного законодательства,307,1.0
3715,"штраф за возмещение вреда, причиняемого транспортными средствами,",729,1.0
3716,штраф долевое участие в строительстве дома,992,1.0
3740,штрафы за расчет начальной максимальной цены контракта,252,0.8
3754,штраф стоянка инвалид,75,1.0
3762,штраф за нарушение режима пребывания,1396,1.0
3764,Штрафы на рабочем месте,799,1.0
3777,штрафы за пользование имуществом,582,1.0
3784,штраф за бюджетную смету,1157,1.0
3787,штраф банка за открытие счета,1120,1.0
3789,штрафы сетей,455,1.0
3798,штраф за курение в помещении,171,1.0
3809,штраф за осуществление деятельности на рынке ценных бумаг,1261,1.0
3810,"штраф за управление транспортным средством водителем, не имеющим при себе документов, предусмотренных Правилами дорожного движения",639,0.7
3815,штраф за осуществление деятельности без лицензии,875,1.0
3826,штраф за Невнесение в установленные сроки платы за негативное воздействие на окружающую среду,419,1.0
3831,штрафы за неправомерные действия при банкротстве,936,1.0
3857,штрафы за нарушения в общественных местах,1630,1.0
3862,штраф за невывоз товара,1332,1.0
3872,штраф за нарушение ведения образовательной деятельности,1603,1.0
3876,штрафы в микрофинансовых организациях,1230,1.0
3894,штраф с депутата,1346,1.0
3904,ШТРАФ ЗА лицензию,199,1.0
3910,штраф требование неимущественного характера,1379,1.3333333333333333
3915,штрафы для ООО,1194,1.0
3919,штрафы при проживании в гостинице,1048,1.0
3926,штраф о запрете курения,171,1.0
3930,штраф за неисполнение или ненадлежащее исполнение,1112,1.0
3948,штрафы по внутреннему финансовому контролю,1509,1.0
3949,штрафные санкции за нарушения порядка кассовых операций,1115,0.8
3952,штрафы при нарушении правил перевозки грузов,714,1.0
3959,штрафы в туризме,1085,1.0
3972,штраф обеспечении единства измерений,1574,1.0
3975,штрафы за установку рекламных щитов,1042,1.0
3981,штраф за повреждение электрических сетей,455,1.0
3987,штраф за ведение реестра,1179,1.0
4002,штрафы персонифицированный учет,1272,1.0
4019,штраф за нарушение стандартов раскрытия информации,464,1.0
4020,штраф появление в состоянии алкогольного опьянения,1681,0.75
4039,штраф за регистрацию лиц,979,1.0
4049,штрафы при перевозке пассажиров такси,573,1.0
4067,штраф за нарушение ПДД предприниматель,740,0.8
4069,штраф за нарушение требований учет,1130,1.0
4093,штраф за загрязнение среды,417,1.0
4102,штраф технологическое присоединение,481,1.0
4106,штраф за нарушение срока представления сведений об открытии счета в банке,1120,0.8571428571428571
4118,штраф лицу за управление транспортным средством в состоянии алкогольного опьянения,660,0.8571428571428571
4124,штраф за отказ от услуг,1274,1.0
4135,штраф за нарушение охраны водных объектов,355,1.0
4153,штраф персональные,798,1.0
4180,штраф ремень безопасности,655,1.0
4191,штраф и пеня по налогам,1126,1.0
4196,штраф за налоговую декларацию,1121,1.0
4198,штрафы конкуренция,1026,1.0
4200,штрафы за нарушение предоставления бюджетного кредита,1148,1.0
4201,штрафы для участников закупок,292,1.0
4204,штраф по договору оказания услуг,848,1.0
4206,штрафы по гис жкх,825,1.0
4207,штраф за Нарушение правил движения тяжеловесного и (или) крупногабаритного транспортного средства,722,1.0
4215,Штраф за нарушение законодательства РФ о промышленной безопасности,1290,0.8333333333333334
4219,штраф согласно договора оказания услуг,848,0.75
4220,штраф за самовольное занятие участка,194,1.3333333333333333
4221,штрафные санкции за нарушении постановки на учет,1118,0.75
4231,штраф налоговый агент,1127,1.0
4235,штраф в электронном аукционе,292,1.0
4243,штраф за уклонение,1717,1.0
4245,штраф от заказчика подрядчику,288,1.0
4247,штраф идентификации абонента,849,1.0
4260,штраф за нарушение использования персональных данных,798,1.0
4264,штраф по таможенной декларации,1321,1.0
4275,штраф за побои,124,1.0
4276,штраф за нарушение рекламы,884,1.0
4280,штрафы за нарушение закона о государственной регистрации,980,0.75
4281,штраф в отношении несовершеннолетних,163,1.0
4285,штраф за ненадлежащее исполнение,1101,1.0
4286,штрафы за нарушение строительного,440,1.0
4291,штраф не имеющему прав,656,1.0
4299,штрафы предусмотренные за нарушение противопожарной безопасности,1636,0.75
4301,штраф по надзору в сфере транспорта,622,1.0
4310,штраф подключение технологическое,481,1.0
4317,штраф контакт,123,1.0
4323,штраф аренда,327,1.0
4334,штраф нарушение смежных прав,210,1.0
4339,штраф за нарушение строительства,445,1.0
4344,штраф за грубое нарушение,1130,1.0
4384,штрафы по муниципальным закупкам,260,1.0
4398,штраф за отказ,70,1.0
4404,штраф на должностное лицо государственные закупки,1459,0.75
4406,штраф имеют право,656,1.0
4413,штраф за нарушение законодательства о валютном регулировании,1197,0.75
4415,штраф по пенсионному законодательству,1272,1.0
4417,штраф за нарушение режима труда,613,1.0
4422,штрафные санкции за нарушение законодательства РФ на территории республики крым,1293,0.875
4432,штрафы за нарушение санитарно эпидемиологического благополучия,126,1.0
4441,штраф за неповиновение полиции,1443,1.0
4447,штраф за нарушение ПДД разворот,681,0.8
4466,штрафы за нарушением охраны природы,416,1.0
4469,штрафные санкции за нарушение государственного оборонного заказа,1096,0.8
4494,штрафы по договору в 223-фз,1274,0.75
4500,штрафы за рекламу табака,893,1.0
4510,штраф за повреждение вагона,582,1.0
4516,Штрафы за послерейсовый медосмотр,626,1.0
4525,штраф за ликвидацию производственных мощностей без согласования госзаказчиком,1100,0.8
4528,штрафы по патенту,1440,1.0
4541,штраф за несвоевременное исполнение судебного решения,1229,0.75
4542,Штрафные санкции за нарушения трудовых прав,42,0.75
4552,штраф за ввод без разрешения,458,1.0
4574,штрафы полученные в доходы,1231,1.0
4584,штрафы за капитальный ремонт,446,1.0
4587,штрафы гостиничные услуги,1048,1.0
4589,"штраф за Нарушение требований законодательства, предусматривающих выделение на автомобильных стоянках (остановках) мест для специальных автотранспортных средств инвалидов",75,1.0
4600,штраф распоряжение,1358,1.0
4602,штраф спорт,155,1.0
4604,штраф от уклонения заключения коллективного договора,54,1.0
4605,штраф за нарушение порядка сбора персональных данных,798,1.0
4617,Штраф обязательное страхование гражданско ответственности,779,0.75
4634,штраф от суммы,1229,1.0
4646,штраф за медицинскую помощь,185,1.0
4652,штрафы муниципальным и государственным служащим,1602,1.0
4654,штраф за нарушение перевозки опасных грузов,728,1.0
4668,штраф за порчу паспорта,1570,1.0
4678,штраф потребительский займ,1103,1.0
4685,штрафы для юридических лиц за выброс вредных веществ в атмосферный воздух,369,0.7142857142857143
4691,штрафы за нарушение налогов,1126,1.5
4700,штраф к качеству работ,895,1.0
4704,штраф за представление заведомо ложных сведений,1545,0.75
4707,штраф за нарушение регистрации индивидуального предпринимателя,979,0.75
4719,штраф за загрязнение,417,1.0
4724,штраф по месту жительства,1561,1.0
4746,штраф за нарушение перевозки крупногабаритных,570,1.0
4755,штрафы заказ,252,1.0
4761,штраф за невнесение платы за негативное воздействие на окружающую,419,1.0
4762,штрафы на оптовом рынке,464,1.0
4771,штраф за повреждение пломбы,1442,1.0
4791,штраф негосударственный пенсионный фонд,1248,1.0
4794,"штраф за вред, причиняемого транспортными средствами",740,0.75
4795,штраф должностным лицам закупки,290,1.0
4796,штрафные санкции за нарушение условий предоставления субсидии,1154,0.8
4803,штраф за непредставление первичных статистических данных,823,0.75
4814,штраф за нарушение срока временного хранения товаров для граждан,1330,0.8333333333333334
4819,штраф за превышение,664,1.0
4825,штраф за осуществление предпринимательской деятельности без регистрации,865,1.0
4838,штраф за нарушение исполнения условий контракта,1096,0.75
4841,штрафы за нарушение оборота алкогольной продукции,954,1.0
4845,штраф за проведение земляных работ без разрешения,217,1.0
4851,штраф за остановку в местах для инвалидов,75,1.0
4853,штрафы за нарушение закона о налогах и сборах,1126,1.0
4862,штрафы за нарушение регистрации гражданина,1563,1.0
4865,штраф за нарушение законодательства об индивидуальном учете в системе обязательного пенсионного страхования,1272,0.875
4869,штрафы в соответствии с законодательством,1382,1.0
4870,штрафные санкции за нарушение эксплуатации помещения,127,0.75
4877,штраф аудиторское,121,1.0
4878,штраф родителям несовершеннолетнего,64,1.0
4912,штраф за проезд на сигнал светофора,676,1.0
4913,штрафы за нарушение предоставления информации об открытии и закрытии банковский счетов,1120,0.7142857142857143
4939,штраф за непредоставление отчета,88,1.0
4940,штраф за нарушение порядка,918,1.0
4958,штраф за управление транспортным средством,656,1.0
4968,штраф за нецелевое использование земельного участка,340,0.75
4980,штраф эпидемиологические требования,128,1.0
5002,штраф без знаков,618,1.0
5003,штрафы и последствия,175,1.0
5014,штраф за нецелевое,1139,1.0
5016,"штраф за переселения, акклиматизацию, правила гибридизации объектов животных",408,1.0
5024,штраф за получение паспорта,1573,1.0
5037,штраф за нарушение сроков сдачи таможенной декларации,1322,0.8
5052,штраф пребывание иностранного гражданина в россии,1403,0.75
5053,штраф при потребление алкогольной продукции,1678,1.0
5067,штраф платит налогоплательщик или налоговый агент,1127,0.75
5072,штраф за нарушение режима отдыха,613,1.0
5073,штраф за несвоевременное перечисление взносов,1126,1.0
5074,штраф управление государственным имуществом,1532,1.0
5079,штраф НАРУШЕНИЕ ВАЛЮТНОГО,1197,1.0
5081,штрафные санкции за нарушение требований охраны труда,49,0.8
5089,штраф за нарушение кассовых операций,1115,1.0
5092,штраф гражданская оборона,1648,1.0
5097,штраф уведомление о начале осуществления предпринимательской деятельности,1515,1.0
5110,штраф за бюджетной сметы,1157,1.0
5130,штраф за постановку на воинский учет,1710,1.0
5152,штраф по закону об осаго,780,0.8
5153,штраф на должника,1229,1.0
5172,штрафы в некоммерческих организациях,1613,1.0
5188,штраф за оказание услуг,848,1.0
5189,штрафы искажение,335,1.0
5191,штраф за нарушение правил рыболовства,413,1.0
5192,штраф по решению суда,1229,1.0
5195,штраф за аренду земельного участка,327,1.0
5196,штраф за недоставку товара,1317,1.0
5207,штраф при ликвидации,1100,1.0
5208,штрафы в системе обязательного пенсионного страхования,1272,1.0
5231,штраф за нарушение налоговый учет,1118,1.0
5232,штраф за нарушение ценообразование,918,1.0
5261,ШТРАФЫ ПО ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ,431,1.0
5274,штраф по договору поставки товара,1055,1.0
5280,штраф за оружие,1659,1.0
5286,штраф за учет драгоценных металлов,1558,1.0
5289,штраф за использование транспортного средства,617,1.0
5294,штрафные санкции за нарушение требований пожарной безопасности,1636,0.8
5318,штраф муниципальному,1165,1.0
5323,штрафные санкции за нарушение организацией законодательства РФ,1110,0.8333333333333334
5327,штраф за курение <Об охране здоровья граждан от воздействия табачного дыма и последствий потребления табака>,175,0.9
5331,штраф за нарушение порядка формирования начальной максимальной цены контракта,252,0.8571428571428571
5334,штрафы за нарушение законодательства о контрактной системе,256,0.75
5341,штраф за нарушение водоохранной зоны,350,1.0
5342,штрафные проценты,1247,1.0
5345,штраф из обеспечения контракта,250,1.0
5354,штрафы за предрейсовые медосмотры,626,1.0
5357,штраф за нарушение закона о персональных данных,798,1.0
5359,штраф за нарушение правил перевозки крупногабаритных грузов,570,1.0
5366,штраф по страхованию жизни,625,1.0
5378,штраф за нарушение законодательства о муниципальных закупках,248,1.0
5380,штраф по налогам какой счет,1242,1.0
5385,штраф за срыв пломбы,1442,1.0
5388,штраф за отказ от заключения публичного договора,1274,1.0
5391,штраф опасное,727,1.0
5392,штрафы от пенсионного учет,1272,1.0
5395,штраф за проезд на запрещающий сигнал светофора,676,1.0
5399,штраф по гарантии,185,1.0
5423,штрафы за нарушение муниципальных услуг,105,1.0
5424,штраф подключение к сетям,782,1.0
5431,штраф перекресток,679,1.0
5440,штраф за противодействие терроризму,1500,1.0
5441,штраф за нарушения порядка в общественном месте,1630,1.0
5444,штраф заказчику,288,1.0
5445,штрафы на должностных лиц в сфере закупок,290,1.0
5450,штраф за нарушение промышленной безопасности,431,1.0
5453,штраф за самовольное подключение,230,1.0
5469,штрафы за нарушение правил технологического присоединения,481,1.0
5472,штраф на организацию и должностное лицо,946,1.0
5474,штраф за несвоевременное исполнение решения,1229,1.0
5482,штраф за нарушение законодательства,884,1.0
5488,штраф коммунальные,234,1.0
5493,штрафы в пфр учет,1272,0.75
5498,штрафы и пени за нарушение исполнения,1126,1.3333333333333333
5500,штраф за нарушение наличностью,1115,1.0
5504,штраф за ненадлежащее исполнение обязательств,1112,1.0
5512,штраф за нарушение правил проезда перекрестка,680,0.75
5518,штрафы на организацию за нарушение,1087,1.0
5520,штраф к обществу,1184,1.0
5529,штраф процедура,1334,1.0
5538,штрафы за незаконную трудовую деятельность иностранного гражданина,1409,0.8
5558,штраф специализированной организации,1248,1.0
5565,штраф договор найма жилого помещения,307,1.0
5587,штраф за бюджетное обязательство,1160,1.0
5593,штраф за нарушение правил дорожного,740,1.0
5600,штраф медицинское освидетельствование водителя,626,1.0
5602,штрафные санкции паспорт гражданина РФ,1559,0.8
5610,штрафы за управление домами без лицензии,881,1.0
5613,штраф исполнителю,326,1.0
5649,штраф с заказчика по контракту,288,1.0
5652,штраф за нарушение окружающей среды,417,1.0
5684,штрафы операторам связи,864,1.0
5690,штраф за не возврат бюджетного кредита,1142,1.0
5697,штрафы по просроченную задолженность физических лиц,1104,1.0
5706,Штрафы за использование несертифицированных средств связи,791,1.0
5709,Штраф администрации,946,1.0
5710,штрафы по проверкам,86,1.0
5715,штраф за нарушение налогоплательщиком срока представления в налоговый орган информации об открытии или закрытии счета,1120,0.9
5736,штраф за невыполнение заявки,430,1.0
5741,штрафы за нарушение хранения наркотических и психотропных,145,1.0
5782,штраф за выходные данные,835,1.0
5796,штраф за осуществление деятельности без государственной регистрации,865,1.0
5802,штраф за предрейсовый осмотр,626,1.0
5822,штрафы за нарушение порядка ценообразования,918,1.0
5823,штраф за рубку деревьев,384,1.0
5834,штрафы за несвоевременный возврат бюджетного кредита,1142,0.75
5843,штраф хранения документов,838,1.0
5846,штраф за груз,714,1.0
5870,штраф опасный груз,727,1.0
5873,штраф эмиссии,1169,1.0
5886,штрафы за нарушение использования земельный участков,350,1.0
5896,штраф за нарушение закона,30,1.0
5901,штраф по договору требование,1060,1.0
5905,штраф за управление транспортным средством без знака,618,1.0
5906,штраф по объектам,352,1.0
5908,штраф за нарушение определения цены гособорон заказ,252,0.8
5909,штраф по государственному контракту,1096,1.0
5917,штраф патент иностранный,1440,1.0
5919,штраф Нарушение санитарно-эпидемиологических требований к эксплуатации транспорта,127,1.0
5927,штраф за нарушения в области промышленной безопасности,431,1.0
5933,штраф статистическая форма перемещения товара,1533,1.0
5937,штрафы за нарушение условий договоров с контрагентами,1055,0.75
5961,штраф за предпринимательскую деятельность без регистрации,865,1.0
5979,штраф по налоговой проверке,1518,1.0
5993,штраф за просрочку исполнения,1126,1.0
6000,штраф за нарушение ПДД повлекшее причинение средней тяжести вреда здоровью,741,1.0
6003,штраф за несоблюдение квоты рабочих мест для инвалидов,73,0.8
6004,штраф за нарушение порядка и сроков хранения документов,90,1.0
6008,штрафы за нарушение законодательства по охране объектов культурного наследия,212,1.0
6013,штраф об информации о закрытии счетов,1120,1.0
6021,штраф светофор,676,1.0
6026,штраф стоянка инвалид тс,75,0.75
6032,штраф акт,1514,1.0
6033,штраф за непредставление документов (информации),1509,1.0
6035,штраф за пользование вагонами,582,1.0
6040,штраф за перевозку пассажиров,573,1.0
6055,штраф за беременность,190,1.0
6072,штрафы органов внутреннего финансового контроля,1509,1.0
6073,штраф за медицинскую деятельность,183,1.0
6077,Штраф за управления без прав,656,1.0
6079,штраф по закону о долевом участии в строительстве,992,0.75
6083,штрафы по прибыли,1577,1.0
6092,штрафные санкции за нарушение правил учета,831,0.75
6095,штраф за проживание без паспорта гражданина РФ,1559,1.0
6097,штраф за привлечение иностранных работников,1428,1.0
6098,штраф тяжеловесен,716,1.0
6105,штраф за нарушение бухгалтерской отчетности,1130,1.0
6106,штраф за чужое имущество,227,1.0
6118,штраф подрядчику,248,1.0
6125,штраф за технический регламент,1067,1.0
6147,штраф за разглашение,809,1.0
6149,штраф за неприменение контрольно-кассовой,903,1.0
6152,штраф за нарушение законодательства о рекламе 2005,11,0.75
6153,штраф за отказ от договора услуг,1274,1.0
6160,штраф за кражу,244,1.0
6165,штраф потребления табака несовершеннолетними,169,1.0
6168,штрафы по юрид.лиц и ип.,1111,0.75
6169,штраф за неисполнение требования неимущественного характера,1379,1.25
6173,штрафы по трудовому законодательству,42,1.0
6178,штраф на орган местного самоуправления,926,1.0
6181,штрафные уведомления,1437,1.0
6190,штрафы за грубые нарушения к бухучету и отчетности,1130,1.0
6197,штрафы за невозврат,1140,1.0
6201,штрафы и пени по страховым взносам,1126,1.0
6205,штрафные санкции за нарушение правил ведения учета,1282,0.8
6207,Штраф без прав,656,1.0
6220,штрафы от начальной максимальной цены контракта,252,1.0
6237,штраф за нарушение регистрации,1660,1.0
6238,штрафы федеральных дорог,729,1.0
6245,штраф за нарушение карантина,504,1.0
6270,Штрафы по валютному законодательству,1197,1.0
6271,штраф нецензурная брань,176,1.0
6282,штрафы ломбард,1226,1.0
6289,штрафы постановка на учет,1118,1.0
6297,штрафы внебюджетные фонды,1129,1.5
6305,штраф за декларацию,1121,1.0
6308,штраф за паспорт гражданина РФ,1559,1.0
6313,штраф признание,1708,1.0
6320,штраф по обращениям граждан,96,1.0
6327,штраф за размещение рекламы на автомобиле,1045,1.0
6337,штраф об открытии или закрытии счета,1120,1.0
6343,штрафы за нарушение образовательной деятельности,1603,1.0
6352,штраф за шум,372,1.0
6355,штраФ ПРИ ПЕРЕВОЗКЕ ТОВАРА,1294,1.0
6356,штрафы за нарушение исполнительного производства,1373,1.0
6370,штраф за нарушение правил перевозки крупногабаритных и тяжеловесных грузов,570,1.0
6378,штраф за нарушение хранения документов,838,1.0
6387,штраф реклама дорожный знак,1043,1.0
6392,штраф за размещение контракта,252,1.0
6407,штраф за нарушение режимов потребления электроэнергии,483,0.75
6409,штрафы за нарушение сроков сообщений банка,1120,0.75
6413,штрафов) за искажение информации,1138,1.0
6416,штрАФ без документов,1559,1.0
6417,штраф юридических лиц при не выполнении требований законодательства об обязательности проведения государственной экологической экспертизы,332,0.7
6442,штраф за продукты,228,1.0
6443,штрафы за уклонение от подписания государственных контрактов,254,0.75
6444,штрафы приватизации,1532,1.0
6446,штрафы от нарушения земельного,350,1.0
6461,штрафы и пени по налогам и страховым взносам,1126,1.0
6463,штраф срок налоговый,1121,1.0
6481,штраф юридические лица сроки,327,1.0
6506,штрафы по ГИС,825,1.0
6508,штраф за нарушение лесного законодательства,383,1.0
6534,штрафы за нарушения порядка с денежной наличностью,1115,1.0
6535,штраф по прекурсорам,141,1.0
6536,штраф за специальную оценку труда,1094,1.0
6540,штраф при несоблюдении требований по обращению с отходами,330,1.0
6550,штраф в суде,1361,1.0
6562,штраф документы подтверждающие,1550,1.0
6565,штраф за безбилетный,597,1.0
6569,штраф за несвоевременное бюджетное обязательство,1161,1.0
6601,штраф вред здоровью,740,1.0
6605,штраф за нарушение продажи алкогольной продукции,952,1.0
6609,штрафы за ведение образовательной деятельности,1603,1.0
6612,штраф за несвоевременную постановку на учет объекта оказывающего негативно воздействия,430,0.8571428571428571
6623,штрафы для уполномоченного органа муниципальные закупки,1509,1.0
6643,штраф присяжного заседателя,1361,1.0
6648,штраф за нанесение,645,1.0
6682,штраф миграционный учет,1592,1.0
6692,штраф за нарушение правил регистрации транспортного средства,1583,1.0
6693,штрафные санкции при выполнении государственного оборонного заказа,255,0.8
6696,штрафы за нарушение ведения кассовых операций с 2016г.,1115,0.8
6701,штраф паспорт,1559,1.0
6706,штраф за нецелевое использование бюджетных средств,1139,1.0
6711,штрафы за нарушения в бюджете,1149,1.0
6717,штраф за нарушение срока предоставления сведений об открытии или закрытии счета в банке,1120,0.75
6722,штрафы за трудовые нарушения,42,1.0
6741,штраф за не предоставление отчета,88,1.0
6766,штрафы по невыполнению окружающей среды,430,1.0
6780,штраф за остановку в местах,75,1.0
6792,штраф за нарушение порядка в суде,842,1.0
6817,штрафа при страховании ответственности перевозчика,625,1.0
6818,штраф за хранение товара,1330,1.0
6823,штраф охранная деятельность,1670,1.0
6824,штраф на финансовый орган,1509,1.0
6830,штраф за недекларирование товара,1300,1.0
6835,штраф за суд присяжных,1361,1.0
6836,штраф в обязательном порядке,836,1.0
6849,штрафы за отсутствие заключения,1652,1.0
6852,штрафы за нарушение регламента,1067,1.0
6858,штрафы и пени за страховые взносы в 2016,1126,1.0
6862,штрафы за нарушение условий,1154,1.0
6890,штраф за нарушение порядка обращения граждан,96,1.0
6891,штрафы правила пдд,740,0.75
6896,штраф за нарушение отходов,367,1.0
6907,штраф за постановку на налоговый учет,1118,1.0
6909,штраф за недобросовестную конкуренцию,1026,1.0
6912,штраф за несвоевременное исполнение решения суда,1229,1.0
6919,штраф такси,573,1.0
6920,штраф за персонифицированный учет в пфр,1272,0.8
6930,штраф за подачу неисправного транспортного средства,762,0.75
6935,штраф за радио,821,1.0
6937,штраф за нарушение закона о единстве измерений,1574,0.75
6942,штраф за нарушение проведения периодических медицинских осмотров,626,1.0
6972,штраф по памятникам,212,1.0
6977,штраф за регистрацию транспортного средства,1583,1.0
6981,штраф за пользование правом,207,1.0
6984,штраф за нарушение атмосферного воздуха,370,1.0
6995,штраф за нарушение требований охраны труда,49,1.0
7000,штраф государственных муниципальных нужд,248,1.0
7011,штрафы за нарушения норм трудового законодательство,42,1.0
7014,штрафы капитальный ремонт или реконструкция,446,1.0
7020,штраф за пиротехнические изделия,1650,1.0
7056,штрафы бюджетная отчетность,1156,1.0
7057,штраф за нарушение порядка ведения кассовых операций с июля 2016,1115,0.7142857142857143
